"title";"abstract";"cleaned_year";"author";"source";"link"
"Development of MirrorShape: High fidelity large-scale shape rendering framework for virtual reality";"Today there is a high variety of haptic devices capable of providing tactile feedback. Although most of existing designs are aimed at realistic simulation of the surface properties, their capabilities are limited in attempts of displaying shape and position of virtual objects. This paper suggests a new concept of distributed haptic display for realistic interaction with virtual object of complex shape by a collaborative robot with shape display end-effector. MirrorShape renders the 3D object in virtual reality (VR) system by contacting the user hands with the robot end-effector at the calculated point in real-time. Our proposed system makes it possible to synchronously merge the position of contact point in VR and end-effector in real world. This feature provides presentation of different shapes, and at the same time expands the working area comparing to desktop solutions. The preliminary user study revealed that MirrorShape was effective at reducing positional error in VR interactions. Potentially this approach can be used in the virtual systems for rendering versatile VR objects with wide range of sizes with high fidelity large-scale shape experience.";"2019";"Fedoseev, Aleksey and Chernyadev, Nikita and Tsetserukou, Dzmitry";"Proceedings of the 25th ACM symposium on virtual reality software and technology";"https://doi.org/10.1145/3359996.3365049"
"Multi-sensor capture and network processing for virtual reality conferencing";"Recent developments in key technologies like 5G, Augmented and Virtual Reality (AR/VR) and Tactile Internet result in new possibilities for communication. Particularly, these key digital technologies can enable remote communication and collaboration in remote experiences. In this demo, we work towards 6-degrees of freedom (DoF) photo-realistic shared experiences by introducing a multi-view multi-sensor capture end-to-end system. Our system acts as a baseline end-to-end system for capture, transmission and rendering of volumetric video of user representations. To handle multi-view video processing in a scalable way, we introduce a Multi-point Control Unit (MCU) to shift processing from end devices into the cloud. MCUs are commonly used to bridge videoconferencing connections, and we design and deploy a VR-ready MCU to reduce both upload bandwidth and end-device processing requirements. In our demo, we focus on a remote meeting use case where multiple people can sit around a table to communicate in a shared VR environment.";"2019";"Dijkstra-Soudarissanane, Sylvie and Assal, Karim El and Gunkel, Simon and Haar, Frank ter and Hindriks, Rick and Kleinrouweler, Jan Willem and Niamut, Omar";"Proceedings of the 10th ACM multimedia systems conference";"https://doi.org/10.1145/3304109.3323838"
"Towards bare-hand interaction for whiteboard collaboration in virtual reality";"Whiteboard collaboration in virtual reality (VR) is an important task in collaborative virtual environments. The current research mainly relies on the use of controllers or dedicated pens but additional devices will cause inconvenience to users. Bare-hand writing offers rich collaborative semantics through natural gestures but remains underexplored. This paper addresses challenges and solutions for bare-hand whiteboard collaboration. We analyze the input process and identify key challenges in determining pen-drop, writing, and pen-lift intentions while maintaining user control over their avatar. Our approach addresses two VR scenarios: one without and one with physical planes. The method for the first case is called Air-writing, which dynamically adjusts the distance between the avatar's torso and the virtual whiteboard during the processes of pen-drop and pen-lift to ensure a consistent writing experience in VR. The method for the second case is called Physical-writing, which allows users to write smoothly with passive haptic feedback and physical constraints provided by the real surface by remapping the whiteboard in VR with a plane in reality. A comprehensive user study is conducted to evaluate communication efficiency, input accuracy, collaboration efficiency, and user experience of the two methods. The experimental results indicate that bare-hand interaction improves communication efficiency by 8";"2025";"Liu, Guangtian and Su, Haonan and Wang, Jingyu and Qi, Qi and Sun, Haifeng and Zhuang, Zirui and Ren, Pengfei and Liao, Jianxin";"Proceedings of the ACM on Human-Computer Interaction";"https://doi.org/10.1145/3711092"
"Dual-MR: interaction with mixed reality using smartphones";"Mixed reality (MR) has changed the perspective we see and interact with our world. While the current-generation of MR head-mounted devices (HMDs) are capable of generating high quality visual contents, interation in most MR applications typically relies on in-air hand gestures, gaze, or voice. These interfaces although are intuitive to learn, may easily lead to inaccurate operations due to fatigue or constrained by the environment. In this work, we present Dual-MR, a novel MR interation system that i) synchronizes the MR viewpoints of HMD and handheld smartphone, and ii) enables precise, tactile, immersive and user-friendly object-level manipulations throught the multi-touch input of smartphone. In addition, Dual-MR allows multiple users to join the same MR coordinate system to facilite the collaborate in the same physical space, which further broadens its usability. A preliminary user study shows that our system easily overwhelms the conventional interface, which combines in-air hand gesture and gaze, in the completion time for a series of 3D object manipulation tasks in MR.";"2018";"Lee, Chi-Jung and Chu, Hung-Kuo";"Proceedings of the 24th ACM symposium on virtual reality software and technology";"https://doi.org/10.1145/3281505.3281618"
"Zenbu Koko - A mixed reality platform for inward contemplation";"We present the first showcase of Zenbu Koko, a XR meditation platform, developed by All Here and designed in collaboration with Kengo Kuma and Associates. This platform presents a 5 minute immersive experience that guides participants on a journey focused on self-awareness and inner sensations. It features immersive visuals and audio, meditation guidance, haptic feedback, and a tool for reconstructing and displaying participants’ bodies in virtual environments using depth sensor cameras. Originally conceived as a project bridging neuroscience and meditation, this platform has been accepted for a talk presentation at SIGGRAPH Denver in 2024. We aim to provide a first public demonstration here.";"2024";"Vuarnesson, Loup and Nelson, Richard David and Bek, Erkin";"SIGGRAPH asia 2024 XR";"https://doi.org/10.1145/3681759.3688915"
"ColabAR: a toolkit for remote collaboration in tangible augmented reality laboratories";"Current times are accelerating new technologies to provide high-quality education for remote collaboration, as well as hands-on learning. This is particularly important in the case of laboratory-based classes, which play an essential role in STEM education. In this paper, we introduce ColabAR, a toolkit that uses physical proxies to manipulate virtual objects in Tangible Augmented Reality (TAR) laboratories. ColabAR introduces haptic-based customizable interaction techniques to promote remote collaboration between students. Our toolkit provides hardware and software that enable haptic feedback to improve user experience and promote collaboration during learning. Also, we present the architecture of our cloud platform for haptic interaction that supports information sharing between students in a TAR laboratory. We performed two user studies (N=40) to test the effect of our toolkit in enriching local and remote collaborative experiences. Finally, we demonstrated that our TAR laboratory enables students' performance (i.e., lab completion rate, lab scores) to be similar to their performance in an in-person laboratory.";"2022";"Villanueva, Ana and Zhu, Zhengzhe and Liu, Ziyi and Wang, Feiyang and Chidambaram, Subramanian and Ramani, Karthik";"Proceedings of the ACM on Human-Computer Interaction";"https://doi.org/10.1145/3512928"
"ShareHaptics: a modular haptic feedback system using shape memory alloy for mixed reality shared space applications";"We present ShareHaptics, a novel modular system to provide tactile and pressure feedback in mixed reality applications using a novel actuator: shape memory alloy (SMA). We apply it to fingers, wrist and foot ankle. Although it can be used for haptic feedback in a diverse set of use cases, we specifically focus on collaborative applications: ShareHaptics allows to haptically jack-in to a remote environment via a custom glove and ankle braces. We demonstrate a wide range of applications: watching sports, gaming, and collaborative discussions and skill transfer.";"2019";"Nakao, Takuro and Santana, Stevanus Kevin and Isogai, Megumi and Shimizu, Shinya and Kimata, Hideaki and Kunze, Kai and Pai, Yun Suen";"ACM SIGGRAPH 2019 posters";"https://doi.org/10.1145/3306214.3338597"
"PhyShare: Sharing physical interaction in virtual reality";"We present PhyShare, a new haptic user interface based on actuated robots. Virtual reality has recently been gaining wide adoption, and an effective haptic feedback in these scenarios can strongly support user's sensory in bridging virtual and physical world. Since participants do not directly observe these robotic proxies, we investigate the multiple mappings between physical robots and virtual proxies that can utilize the resources needed to provide a well rounded VR experience. PhyShare bots can act either as directly touchable objects or invisible carriers of physical objects, depending on different scenarios. They also support distributed collaboration, allowing remotely located VR collaborators to share the same physical feedback.";"2017";"He, Zhenyi and Zhu, Fengyuan and Perlin, Ken";"Adjunct proceedings of the 30th annual ACM symposium on user interface software and technology";"https://doi.org/10.1145/3131785.3131795"
"Senses Places: soma-tech mixed-reality participatory performance installation/environment";"We present the latest developments of the art-tech research project Senses Places, a somatic-technological (soma-tech) mixed-reality participatory performance installation/environment, engaging expanded modes of embodied physical-virtual interaction. This ongoing somatic-technological dance/performance collaborative trans-disciplinary approach gathers artists and developer researchers, working remotely and physically in analogical-digital intermedia interfaces and their expanded experience design and choreography. The sensorial expansion and integration sought through human-computer interaction links participants, avatars, images and physical-virtual environments. They constitute different organic-artificial sensorial-expressive channels of visual, audio, tactile, and somatic/kinesthetic shared tuning/engagement/experience. At the core of this long-term intervention lies the common urging desire for more encompassing and empathic embodied interactivity among physical and remote subjects and places. With a cross-cultural somatic and dance practices, Senses Places critically experiments with different informational, communicational and biomedical technologies available, wishing to contribute to understand the world's and humans becoming through what we have been conceiving as posthuman corporealities [1] within a posthuman condition and emerging somatic epistemology [2].";"2017";"Valverde, Isabel and Cochrane, Todd";"Proceedings of the 8th international conference on digital arts";"https://doi.org/10.1145/3106548.3106613"
"INC-hg: An intelligent collaborative haptic-gripper virtual reality system";"Collaborative Virtual Environments (CVE) have shown potential to be an effective social skill training platform for children with Autism Spectrum Disorders (ASD) to learn and practice collaborative and communication skills through peer interactions. However, most existing CVE systems require that appropriately matched partners be available at the same time to promote interaction, which limits their applicability to some community settings due to scheduling constraints. A second shortcoming of these more naturalistic peer-based designs is the intensive resources required to manually code the unrestricted conversations that occurred during the peer-based interactions. To preserve the benefits of CVE-based platforms and mitigate some of the resource limitations related to peer availability, we developed an Intelligent Collaborative Haptic-Gripper System (INC-Hg). This system provides an intelligent agent partner who can understand, communicate, and haptically interact with the user, without requiring the presence of another human peer. The INC-Hg operates in real time and thus is able to perform collaborative training tasks at any time and at the user's pace. INC-Hg can also record the real-time data regarding spoken language and task performance, thereby greatly reducing the resource burden of communication and interaction performance analysis. A preliminary usability study with 10 participants with ASD (ages 8–12 years) indicated that the system could classify the participant's utterances into five classes with an accuracy of 70.34";"2022";"Zhao, Huan and Zaini Amat, Ashwaq and Migovich, Miroslava and Swanson, Amy and Weitlauf, Amy S. and Warren, Zachary and Sarkar, Nilanjan";"ACM Transactions on Accessible Computing";"https://doi.org/10.1145/3487606"
"Neural functional analysis in virtual reality simulation: example of a human-robot collaboration tasks";"Human-robot collaboration has gained its popularity with the fast evolution of the Industry 4.0. One of the challenges of HRC is human-robot interface design that adapts to the personalized needs. This paper presents a method of using Virtual Reality (VR) simulation as a testbed and data collector for examining and modeling personal reactions to different human-robot interface designs. To obtain real-time leading indicator of human performance, this study focuses on the neural functional analysis in VR. An integrated system is presented using eye-tracking and force input data as event makers for Neuroimaging technique, i.e., Functional Near Infrared Spectroscopy (fNIRS). The real-time hemodynamic responses in subjects' brains are analyzed based on the general linear model (GLM) for modeling neural functional changes under different levels of haptic designs. Our results indicate that the neurobehavioral data collected from the VR environment can be used directly as a personalized model for human-robot interface optimization.";"2021";"Zhu, Qi and Du, Jing";"2020 Winter Simulation Conference (WSC)";"https://doi.org/10.1109/WSC48552.2020.9384065"
"Investigating a combination of input modalities, canvas geometries, and inking triggers on on-air handwriting in virtual reality";"Humans communicate by writing, often taking notes that assist thinking. With the growing popularity of collaborative Virtual Reality (VR) applications, it is imperative that we better understand aspects that affect writing in these virtual experiences. On-air writing in VR is a popular writing paradigm due to its simplicity in implementation without any explicit needs for specialized hardware. A host of factors can affect the efficacy of this writing paradigm and in this work, we delved into investigating the same. Along these lines, we investigated the effects of a combination of factors on users’ on-air writing performance, aiming to understand the circumstances under which users can both effectively and efficiently write in VR. We were interested in studying the effects of the following factors: (1) input modality: brush vs. near-field raycast vs. pointing gesture, (2) inking trigger method: haptic feedback vs. button based trigger, and (3) canvas geometry: plane vs. hemisphere. To evaluate the writing performance, we conducted an empirical evaluation with thirty participants, requiring them to write the words we indicated under different combinations of these factors. Dependent measures including the writing speed, accuracy rates, perceived workloads, and so on, were analyzed. Results revealed that the brush based input modality produced the best results in writing performance, that haptic feedback was not always effective over button based triggering, and that there are trade-offs associated with the different types of canvas geometries used. This work attempts at laying a foundation for future investigations that seek to understand and further improve the on-air writing experience in immersive virtual environments.";"2022";"Venkatakrishnan, Roshan and Venkatakrishnan, Rohith and Chung, Chih-Han and Wang, Yu-Shuen and Babu, Sabarish";"ACM Transactions on Applied Perception";"https://doi.org/10.1145/3560817"
"A wearable smart glove for tactile interaction";"Haptic interaction plays an indispensable role in human-computer interaction. By simulating tactile sensations and providing vivid tactile feedbacks, it enriches the interaction experience between users and digital interfaces. We designed a wearable haptic interaction glove that utilizes a dual-layer cooperative conductive structure of flexible resistive bending sensors to detect the degree of finger flexion, combined with a vibratory tactile actuator array to deliver tactile feedback. To enhance the effectiveness of tactile interaction delivery, we encoded tactile feedback based on vibration frequency, intensity, and duration, and designed a virtual scenario simulating the opening of a spacecraft door. Our glove showed its potential as a low-cost and advanced solution for human-computer interaction, with significant prospects in remote operation, rehabilitation medicine, and virtual reality applications.";"2024";"Zhu, Jiahang and Song, Aiguo and Shang, Ke and Wei, Zhikai";"Proceedings of the 2024 4th international conference on robotics and control engineering";"https://doi.org/10.1145/3674746.3674771"
"Improving accessibility to cultural heritage: Integration of extended&nbsp;reality, tactile prints and user experience analysis for the church&nbsp;of&nbsp;madonna dell’Itri";"The theme of accessibility is one of the most delicate aspects within the cultural heritage domain and can be approached in various dimensions, encompassing not only physical accessibility but also sensory and cognitive accessibility. This article presents the outcomes of the implementation of the ‘Intra l’Itri’ project, aimed to enhance the accessibility of the church of Madonna dell’Itri in Nociglia, Italy, using eXtended Reality (XR) technologies. The church harbours an ancient pictorial palimpsest with layers of historical significance, compounded by structural alterations over time. Funded by the Salento Interprovincial University Consortium (Consorzio Universitario Interprovinciale Salentino - CUIS 2020), the project engaged interdisciplinary collaboration involving the University of Salento’s Department of Engineering for Innovation and Department of Cultural Heritage, the Municipality of Nociglia, local companies, associations and professionals. Its objectives encompassed studying and conserving frescoes and the church’s structure, facilitating intelligent cultural immersion, enhancing visitor accessibility and fostering local identity. This contribution focuses on the developments of Augmented Reality (AR) and Virtual Reality (VR) applications, digital restoration visualisation, as well as 3D and tactile prints. It presents results and findings from the test campaign, validating the digital strategy aimed to enrich the accessibility of this historically significant artistic site.";"2025";"Gatto, Carola and Barba, Maria Cristina and Chiarello, Sofia and Corchia, Laura and Faggiano, Federica and Nuzzo, Benito Luigi and Riera Panaro, Ileana and Sumerano, Giada and De Luca, Valerio and De Giorgi, Manuela and De Paolis, Lucio Tommaso";NA;"https://doi.org/10.1145/3733154"
"Pain distraction for children through VR- or audio-haptic soundscapes in situ";"In this pilot study we compare two prototype applications developed in collaboration with Rigshospitalet, the main hospital in Denmark, aimed to evaluate the effectiveness of a virtual reality (VR)- versus an audio-haptic based solution, as a pain distraction tool for children aged 5 to 8 during needle-related medical procedures. Both prototypes were developed with a narrative where children help a farmer find hidden animals. The final prototype underwent testing in situ, at Rigshospitalet’s clinic for blood tests. Here, participants’ pain levels were assessed using the Wong-Baker FACES Scale [9] and the Visual Analogue Scale [5]. Both prototypes saw participants report reduced pain perception, skewing more in favor of the VR prototype. However, the audio-haptic prototype showed similar levels of reduction in pain perception when effective. The study concludes that both VR- and audio-haptic based distraction are viable methods, that each cover a group’s needs within medical procedures involving young children (those who need to not see the procedure, and those who do), and that these should be further developed and implemented in said medical procedures.";"2023";"Bordum, Maya and Engberg, Emil and Hansen, Peter Blomsgård and Jensen, Nickolai Frederik Schouborg and Jægerlund, Martin Fritzbøger and Mouritzen, Jeppe Nygaard and Poulsen, Hannibal Hjelming and Ravnsborg, Lukas Gade and Rybak, Celine Zeh and Stappert, Frederik Hald and Troldahl, Bjørn and Winther, Julius Ebenau and Nordahl, Rolf";"Proceedings of the 29th ACM symposium on virtual reality software and technology";"https://doi.org/10.1145/3611659.3617220"
"HapticPuppet: a kinesthetic mid-air multidirectional force-feedback drone-based interface";"Providing kinesthetic force-feedback for human-scale interactions is challenging due to the relatively large forces needed. Therefore, robotic actuators are predominantly used to deliver this kind of haptic feedback; however, they offer limited flexibility and spatial resolution. In this work, we introduce HapticPuppet, a drone-based force-feedback interface which can exert multidirectional forces onto the human body. This can be achieved by attaching strings to different parts of the human body such as fingers, hands or ankles, which can then be affixed to multiple coordinated drones - puppeteering the user. HapticPuppet opens up a wide range of potential applications in virtual, augmented and mixed reality, exercising, physiotherapy, remote collaboration as well as haptic guidance.";"2022";"Feick, Martin and Tang, Anthony and Krüger, Antonio";"Adjunct proceedings of the 35th annual ACM symposium on user interface software and technology";"https://doi.org/10.1145/3526114.3558694"
"Visuo-haptic collaborative augmented reality ping-pong";"In our current work we examine the development of visuohaptic augmented reality setups and their extension to collaborative experiences in entertainment settings. To this end, an expandable system architecture supporting multiple users is one of the most indispensable prerequisites. In addition, system stability, low latency, accurate calibration and stable overlay of the virtual objects have to be assured. In this paper we provide an overview of our framework and present our collaborative example application, an augmented reality visuo-haptic ping-pong game for two players. The users play with a virtual ball in a real environmentwhile, by using virtual bats colocated with haptic devices, they are able to feel the impact of the simulated ball on the bat.";"2007";"Knoerlein, Benjamin and Székely, Gábor and Harders, Matthias";"Proceedings of the international conference on advances in computer entertainment technology";"https://doi.org/10.1145/1255047.1255065"
"Low-cost VR collaborative system equipped with haptic feedback";"In this paper, we present a low-cost virtual reality (VR) collaborative system equipped with a haptic feedback sensation system. This system is composed of a Kinect sensor for bodies and gestures detection, a microcontroller and vibrators to simulate outside interactions, and smartphone powered cardboard, all of this are put into a network implemented with Unity 3D game engine.";"2018";"Benbelkacem, Samir and Bellarbi, Abdelkader and Zenati-Henda, Nadia and Bentaleb, Ahmed and Bellabaci, Ahmed Nazim and Otmane, Samir";"Proceedings of the 24th ACM symposium on virtual reality software and technology";"https://doi.org/10.1145/3281505.3281615"
"Demonstrating HapticBots: Distributed encountered-type haptics for VR with multiple shape-changing mobile robots";"HapticBots introduces a novel encountered-type haptic approach for Virtual Reality (VR) based on multiple tabletop-size shape-changing robots. These robots move on a tabletop and change their height and orientation to haptically render various surfaces and objects on-demand. Compared to previous encountered-type haptic approaches like shape displays or robotic arms, our proposed approach has an advantage in deployability, scalability, and generalizability—these robots can be easily deployed due to their compact form factor. They can support multiple concurrent touch points in a large area thanks to the distributed nature of the robots. We propose and evaluate a novel set of interactions enabled by these robots which include: 1) rendering haptics for VR objects by providing just-in-time touch-points on the user’s hand, 2) simulating continuous surfaces with the concurrent height and position change, and 3) enabling the user to pick up and move VR objects through graspable proxy objects. Finally, we demonstrate HapticBots with various applications, including remote collaboration, education and training, design and 3D modeling, and gaming and entertainment.";"2021";"Suzuki, Ryo and Ofek, Eyal and Sinclair, Mike and Leithinger, Daniel and Gonzalez-Franco, Mar";"Adjunct proceedings of the 34th annual ACM symposium on user interface software and technology";"https://doi.org/10.1145/3474349.3480202"
